,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
3601,1557350_at,0.296,0.0195,-2.837714,-3.512821,-0.6265275,G3BP1,G3BP stress granule assembly factor 1
3602,233630_at,0.296,0.0196,-2.837413,-3.513306,-0.8396583,CDS2,CDP-diacylglycerol synthase 2
3603,224190_x_at,0.296,0.0196,2.837369,-3.513376,1.4220884,NOD1,nucleotide binding oligomerization domain containing 1
3604,233211_at,0.296,0.0196,2.837106,-3.513799,0.5070733,MTBP,MDM2 binding protein
3605,236256_at,0.296,0.0196,-2.83666,-3.514516,-0.6125911,,
3606,240025_x_at,0.296,0.0196,2.836637,-3.514554,0.8466854,,
3607,205818_at,0.296,0.0196,2.836509,-3.51476,0.8163223,BRINP1,BMP/retinoic acid inducible neural specific 1
3608,229514_at,0.296,0.0196,-2.836454,-3.514848,-0.5998173,GPATCH2L,G-patch domain containing 2 like
3609,244636_at,0.297,0.0196,-2.835746,-3.515987,-1.586461,,
3610,226806_s_at,0.297,0.0196,-2.835555,-3.516295,-1.1504905,NFIA,nuclear factor I A
3611,243588_at,0.297,0.0196,-2.834757,-3.517578,-1.2050092,,
3612,212866_at,0.297,0.0196,-2.834739,-3.517606,-0.5234824,R3HCC1,R3H domain and coiled-coil containing 1
3613,218374_s_at,0.297,0.0197,2.83447,-3.518039,0.8800064,C12orf4,chromosome 12 open reading frame 4
3614,239639_at,0.297,0.0197,2.834402,-3.51815,1.0036174,,
3615,227293_at,0.297,0.0197,2.834063,-3.518694,0.5772532,FIP1L1,factor interacting with PAPOLA and CPSF1
3616,204149_s_at,0.297,0.0197,-2.833999,-3.518797,-1.372044,GSTM4,glutathione S-transferase mu 4
3617,213415_at,0.297,0.0197,2.833986,-3.518819,1.0063957,CLIC2,chloride intracellular channel 2
3618,218197_s_at,0.297,0.0197,2.833751,-3.519196,1.0998872,OXR1,oxidation resistance 1
3619,1570210_x_at,0.297,0.0197,-2.833705,-3.51927,-1.2003701,PPP6R2,protein phosphatase 6 regulatory subunit 2
3620,215528_at,0.297,0.0197,-2.833641,-3.519374,-0.7276986,,
3621,241881_at,0.297,0.0197,-2.832825,-3.520685,-1.3382346,TRIM58,tripartite motif containing 58
3622,233089_at,0.297,0.0197,-2.832658,-3.520955,-0.7486271,QRSL1,glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
3623,242443_at,0.297,0.0197,-2.83251,-3.521193,-0.7653123,ZC3H14,zinc finger CCCH-type containing 14
3624,1560712_at,0.297,0.0197,-2.83251,-3.521193,-0.8998096,TMPRSS11B,"transmembrane protease, serine 11B"
3625,223298_s_at,0.297,0.0197,2.832097,-3.521857,1.073726,NT5C3A,"5'-nucleotidase, cytosolic IIIA"
3626,216869_at,0.297,0.0197,2.832081,-3.521882,0.7021651,PDE1C,phosphodiesterase 1C
3627,234660_s_at,0.297,0.0197,2.831825,-3.522294,1.0672873,DIS3,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease"
3628,210018_x_at,0.297,0.0198,2.831142,-3.523394,0.8008782,MALT1,MALT1 paracaspase
3629,202266_at,0.297,0.0198,2.830825,-3.523903,0.6975277,TDP2,tyrosyl-DNA phosphodiesterase 2
3630,204808_s_at,0.297,0.0198,2.830735,-3.524049,0.6646652,TMEM5,transmembrane protein 5
3631,223781_x_at,0.297,0.0198,-2.830706,-3.524095,-1.4502123,ADH4,"alcohol dehydrogenase 4 (class II), pi polypeptide"
3632,226807_at,0.297,0.0198,2.830331,-3.524697,0.5810074,ZFP1,ZFP1 zinc finger protein
3633,226959_at,0.297,0.0198,-2.830183,-3.524935,-1.3459769,,
3634,231435_at,0.297,0.0198,2.83012,-3.525038,0.5684234,C7orf34,chromosome 7 open reading frame 34
3635,208165_s_at,0.297,0.0198,-2.829718,-3.525683,-1.4859397,PRSS16,"protease, serine 16"
3636,205042_at,0.297,0.0198,-2.829718,-3.525683,-1.0613474,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
3637,216541_x_at,0.297,0.0198,-2.829697,-3.525717,-1.4454958,IGHM///IGHG1,immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)
3638,1554501_at,0.297,0.0198,-2.829666,-3.525768,-0.7483086,TSC22D4,TSC22 domain family member 4
3639,210676_x_at,0.297,0.0198,2.829659,-3.525779,0.8564345,RGPD6///RGPD8///RGPD3///RGPD4///RGPD5,RANBP2-like and GRIP domain containing 6///RANBP2-like and GRIP domain containing 8///RANBP2-like and GRIP domain containing 3///RANBP2-like and GRIP domain containing 4///RANBP2-like and GRIP domain containing 5
3640,215250_at,0.297,0.0198,-2.829517,-3.526007,-0.8352612,EMC3,ER membrane protein complex subunit 3
3641,207614_s_at,0.297,0.0198,2.829443,-3.526126,0.721295,CUL1,cullin 1
3642,244147_at,0.297,0.0198,-2.828897,-3.527004,-0.5425551,,
3643,209236_at,0.297,0.0198,-2.828443,-3.527735,-0.9666193,SLC23A2,solute carrier family 23 member 2
3644,234229_at,0.297,0.0198,-2.828366,-3.527858,-0.9749316,,
3645,217547_x_at,0.297,0.0199,2.828199,-3.528127,1.6194494,ZNF675,zinc finger protein 675
3646,235601_at,0.297,0.0199,-2.827641,-3.529024,-0.7271837,,
3647,244547_at,0.297,0.0199,-2.827561,-3.529154,-0.9335376,SGK494,uncharacterized serine/threonine-protein kinase SgK494
3648,206403_at,0.297,0.0199,-2.82728,-3.529605,-0.811915,ZNF536,zinc finger protein 536
3649,218645_at,0.297,0.0199,2.82724,-3.52967,1.1316355,ZNF277,zinc finger protein 277
3650,1569339_s_at,0.297,0.0199,-2.827182,-3.529763,-0.5787588,LOC101928123,uncharacterized LOC101928123
3651,1567297_at,0.298,0.0199,2.826828,-3.530332,0.5371815,OR13C4,olfactory receptor family 13 subfamily C member 4
3652,242995_at,0.298,0.0199,-2.825951,-3.531744,-1.3803944,,
3653,202408_s_at,0.298,0.0199,-2.825925,-3.531784,-0.5484884,PRPF31,pre-mRNA processing factor 31
3654,201664_at,0.298,0.0199,2.825331,-3.53274,1.361233,SMC4,structural maintenance of chromosomes 4
3655,213639_s_at,0.298,0.02,-2.82524,-3.532886,-0.6955392,ZNF500,zinc finger protein 500
3656,211044_at,0.298,0.02,2.825218,-3.532922,0.7505621,TRIM14,tripartite motif containing 14
3657,201663_s_at,0.298,0.02,2.824239,-3.534497,1.8473904,SMC4,structural maintenance of chromosomes 4
3658,219011_at,0.298,0.02,2.824033,-3.534828,1.5699887,PLEKHA4,pleckstrin homology domain containing A4
3659,209552_at,0.298,0.02,-2.823911,-3.535024,-1.217508,PAX8,paired box 8
3660,237111_at,0.298,0.02,2.823793,-3.535214,0.6796708,LOC388942,uncharacterized LOC388942
3661,238626_at,0.298,0.02,2.823535,-3.53563,0.6730557,ANKS6,ankyrin repeat and sterile alpha motif domain containing 6
3662,218559_s_at,0.298,0.02,-2.823498,-3.535689,-1.6083892,MAFB,MAF bZIP transcription factor B
3663,214315_x_at,0.299,0.02,-2.8229,-3.536651,-1.2760064,CALR,calreticulin
3664,238624_at,0.299,0.02,-2.822382,-3.537484,-1.0492996,LOC102724517///NLK,uncharacterized LOC102724517///nemo like kinase
3665,1553974_at,0.299,0.02,-2.822285,-3.537639,-0.593732,C22orf39,chromosome 22 open reading frame 39
3666,1552283_s_at,0.299,0.0201,-2.821963,-3.538158,-1.4672083,ZDHHC11B///ZDHHC11,zinc finger DHHC-type containing 11B///zinc finger DHHC-type containing 11
3667,232235_at,0.299,0.0201,-2.821606,-3.538731,-1.381865,DSEL,dermatan sulfate epimerase-like
3668,225603_s_at,0.299,0.0201,2.821547,-3.538826,0.7656798,TRIQK,triple QxxK/R motif containing
3669,222613_at,0.299,0.0201,2.82103,-3.539657,0.5349619,C12orf4,chromosome 12 open reading frame 4
3670,1566549_at,0.299,0.0201,2.820959,-3.539773,0.5504099,,
3671,229878_at,0.299,0.0201,2.820675,-3.540229,0.7590521,CEP295,centrosomal protein 295
3672,226109_at,0.299,0.0201,2.820639,-3.540287,0.8076624,C21orf91,chromosome 21 open reading frame 91
3673,208836_at,0.299,0.0201,2.820583,-3.540376,0.737264,ATP1B3,ATPase Na+/K+ transporting subunit beta 3
3674,1563130_a_at,0.299,0.0201,-2.820492,-3.540523,-1.6762378,,
3675,244579_at,0.299,0.0201,-2.82039,-3.540687,-0.9771527,,
3676,208317_at,0.299,0.0201,2.820052,-3.541231,0.5489038,XYLB,xylulokinase
3677,215073_s_at,0.299,0.0201,-2.820014,-3.541292,-1.0650259,NR2F2,nuclear receptor subfamily 2 group F member 2
3678,211138_s_at,0.299,0.0201,2.819962,-3.541376,0.7008509,KMO,kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
3679,214526_x_at,0.299,0.0202,-2.818973,-3.542967,-0.749178,PMS2P1,"PMS1 homolog 2, mismatch repair system component pseudogene 1"
3680,216829_at,0.299,0.0202,-2.818687,-3.543426,-1.1872943,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant
3681,1555338_s_at,0.299,0.0202,2.81844,-3.543824,0.5442474,AQP10,aquaporin 10
3683,209433_s_at,0.299,0.0202,2.818362,-3.54395,0.8197512,PPAT,phosphoribosyl pyrophosphate amidotransferase
3684,1555363_s_at,0.299,0.0202,-2.817911,-3.544674,-0.9748812,LINC00663,long intergenic non-protein coding RNA 663
3685,241366_at,0.299,0.0202,2.817903,-3.544687,1.2669186,RBAK,RB associated KRAB zinc finger
3686,213861_s_at,0.299,0.0202,-2.817819,-3.544823,-1.085288,METTL21B,methyltransferase like 21B
3687,223009_at,0.299,0.0202,-2.81778,-3.544885,-0.5004055,LAMTOR1,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1"
3688,215269_at,0.299,0.0202,-2.817591,-3.545189,-1.1362678,TRAPPC10,trafficking protein particle complex 10
3689,200825_s_at,0.299,0.0202,-2.816881,-3.546332,-1.1150486,HYOU1,hypoxia up-regulated 1
3690,222236_s_at,0.299,0.0202,-2.816877,-3.546338,-0.9211408,ASAP3,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3"
3691,225829_at,0.299,0.0202,2.816239,-3.547363,0.6436663,PDZD8,PDZ domain containing 8
3692,206080_at,0.3,0.0203,2.816011,-3.547731,0.6202569,PLCH2,phospholipase C eta 2
3693,236267_at,0.3,0.0203,-2.815785,-3.548094,-0.8517126,ZNF346,zinc finger protein 346
3694,234140_s_at,0.3,0.0203,2.81549,-3.548568,0.5233249,STIM2,stromal interaction molecule 2
3695,229371_at,0.3,0.0203,-2.815408,-3.548699,-0.9871189,SLC20A2,solute carrier family 20 member 2
3696,221274_s_at,0.3,0.0203,-2.81531,-3.548858,-0.7519579,LMAN2L,"lectin, mannose binding 2 like"
3697,208301_at,0.3,0.0203,-2.815135,-3.549139,-0.5340441,,
3698,207837_at,0.3,0.0203,-2.814423,-3.550285,-1.3090266,RBPMS,RNA binding protein with multiple splicing
3699,213117_at,0.3,0.0203,2.814008,-3.550951,0.5532165,KLHL9,kelch like family member 9
3700,223391_at,0.3,0.0203,2.813946,-3.551051,0.6498195,SGPP1,sphingosine-1-phosphate phosphatase 1
3701,1559078_at,0.3,0.0203,-2.813808,-3.551273,-0.5577022,,
3702,1560271_at,0.3,0.0203,-2.813215,-3.552227,-1.4029238,,
3703,224269_at,0.3,0.0204,2.813052,-3.552489,0.7098027,KRTAP4-12,keratin associated protein 4-12
3704,224751_at,0.3,0.0204,-2.812974,-3.552614,-0.8230553,LOC101930655///C7orf73,uncharacterized LOC101930655///chromosome 7 open reading frame 73
3705,210943_s_at,0.3,0.0204,2.812786,-3.552917,0.8283225,LYST,lysosomal trafficking regulator
3707,231904_at,0.3,0.0204,-2.812085,-3.554044,-1.078872,U2AF1,U2 small nuclear RNA auxiliary factor 1
3708,230300_at,0.3,0.0204,2.811924,-3.554304,0.7484188,PSMA5,proteasome subunit alpha 5
3709,227679_at,0.3,0.0204,-2.811907,-3.554331,-0.9435315,HDAC11,histone deacetylase 11
3710,213916_at,0.3,0.0204,2.811858,-3.55441,0.7126186,ZNF625-ZNF20///ZNF20,ZNF625-ZNF20 readthrough (NMD candidate)///zinc finger protein 20
3711,1554106_at,0.3,0.0204,-2.811074,-3.555671,-1.1730543,NBEAL1,neurobeachin like 1
3712,228283_at,0.3,0.0204,-2.810739,-3.556209,-0.6211174,CMC1,C-X9-C motif containing 1
3713,220881_at,0.301,0.0205,2.809269,-3.558573,0.6102855,,
3714,1562720_at,0.301,0.0205,2.809122,-3.55881,0.5955535,LOC101927286,uncharacterized LOC101927286
3715,239954_at,0.301,0.0205,-2.808492,-3.559822,-0.7116851,ZNF160,zinc finger protein 160
3716,241120_s_at,0.301,0.0205,2.808134,-3.560399,0.6601986,CDC20B,cell division cycle 20B
3717,234703_at,0.301,0.0205,2.808063,-3.560513,0.5392618,HHLA3,HERV-H LTR-associating 3
3718,222740_at,0.301,0.0205,2.808054,-3.560528,1.566689,ATAD2,"ATPase family, AAA domain containing 2"
3719,1553007_a_at,0.301,0.0205,2.807954,-3.560689,0.5161376,TENM1,teneurin transmembrane protein 1
3720,242964_at,0.301,0.0205,2.80782,-3.560903,1.3161271,,
3721,222586_s_at,0.301,0.0205,2.80754,-3.561354,0.6030023,OSBPL11,oxysterol binding protein like 11
3722,230222_at,0.301,0.0205,2.807165,-3.561956,0.671053,,
3723,203086_at,0.301,0.0206,2.806931,-3.562332,0.6917572,KIF2A,kinesin family member 2A
3724,203632_s_at,0.301,0.0206,2.806738,-3.562643,0.9515471,GPRC5B,G protein-coupled receptor class C group 5 member B
3725,232000_at,0.301,0.0206,2.806509,-3.563011,1.2566826,TTC39B,tetratricopeptide repeat domain 39B
3726,235547_at,0.302,0.0206,-2.806236,-3.56345,-1.7588372,N4BP2L2,NEDD4 binding protein 2 like 2
3727,215702_s_at,0.302,0.0206,-2.806047,-3.563755,-0.849718,CFTR,cystic fibrosis transmembrane conductance regulator
3728,202541_at,0.302,0.0206,2.805897,-3.563995,0.7128745,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1
3729,1565844_at,0.302,0.0206,2.804996,-3.565444,0.5346298,BRPF3,bromodomain and PHD finger containing 3
3730,225657_at,0.302,0.0206,-2.804595,-3.56609,-0.5305675,NCBP2-AS2,NCBP2 antisense RNA 2 (head to head)
3731,201575_at,0.302,0.0207,2.80373,-3.567481,0.5610425,SNW1,SNW domain containing 1
3732,209268_at,0.302,0.0207,2.8035,-3.56785,0.5565632,VPS45,vacuolar protein sorting 45 homolog
3733,208022_s_at,0.302,0.0207,-2.803424,-3.567972,-0.7537549,CDC14B,cell division cycle 14B
3734,205817_at,0.302,0.0207,-2.803226,-3.568291,-0.7895727,SIX1,SIX homeobox 1
3735,231644_at,0.302,0.0207,-2.802941,-3.56875,-1.3757884,,
3736,212644_s_at,0.302,0.0207,-2.80288,-3.568847,-0.5179106,MAPK1IP1L,mitogen-activated protein kinase 1 interacting protein 1 like
3737,1566044_at,0.302,0.0207,2.80261,-3.569282,0.6125421,,
3738,218491_s_at,0.303,0.0207,2.802206,-3.569931,0.6672708,THYN1,thymocyte nuclear protein 1
3739,220524_at,0.303,0.0207,-2.802074,-3.570143,-0.6908433,EPB41L4B,erythrocyte membrane protein band 4.1 like 4B
3740,213680_at,0.303,0.0207,-2.801875,-3.570463,-0.7483275,KRT6B,keratin 6B
3741,32088_at,0.303,0.0207,2.80177,-3.570633,0.8526805,BLZF1,basic leucine zipper nuclear factor 1
3742,243788_at,0.303,0.0207,-2.801452,-3.571143,-1.4291201,,
3743,203411_s_at,0.303,0.0208,2.800982,-3.571899,0.7670285,LMNA,lamin A/C
3744,206457_s_at,0.303,0.0208,-2.800908,-3.572018,-5.4434985,DIO1,"deiodinase, iodothyronine type I"
3745,223140_s_at,0.303,0.0208,2.800859,-3.572098,0.5662574,DHX36,DEAH-box helicase 36
3746,233035_at,0.303,0.0208,2.800836,-3.572134,0.915438,,
3747,205126_at,0.303,0.0208,2.800372,-3.572881,0.9539583,VRK2,vaccinia related kinase 2
3748,224611_s_at,0.303,0.0208,-2.800223,-3.573121,-0.7881431,DNAJC5,DnaJ heat shock protein family (Hsp40) member C5
3749,231921_at,0.303,0.0208,-2.799749,-3.573883,-1.3778461,DCAF17,DDB1 and CUL4 associated factor 17
3750,240304_s_at,0.303,0.0208,-2.799612,-3.574102,-1.2823194,TMC5,transmembrane channel like 5
3751,1555682_at,0.303,0.0208,2.799485,-3.574306,0.6523478,OTUB2,"OTU deubiquitinase, ubiquitin aldehyde binding 2"
3752,226998_at,0.303,0.0208,2.799468,-3.574334,0.5619183,NAA15,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit"
3753,1562428_at,0.303,0.0208,-2.798249,-3.576293,-1.408619,LOC654780,splicing factor proline/glutamine-rich
3754,208309_s_at,0.303,0.0209,2.798172,-3.576418,0.8663432,MALT1,MALT1 paracaspase
3755,236372_at,0.303,0.0209,2.797824,-3.576978,0.5712612,PANX1,pannexin 1
3756,223711_s_at,0.303,0.0209,2.797701,-3.577175,0.6640838,THYN1,thymocyte nuclear protein 1
3757,1553107_s_at,0.303,0.0209,2.797672,-3.577221,0.6916739,C5orf24,chromosome 5 open reading frame 24
3758,232428_at,0.304,0.0209,2.796908,-3.578451,0.5672219,MOGAT2,monoacylglycerol O-acyltransferase 2
3759,241786_at,0.304,0.0209,-2.79639,-3.579284,-1.0863301,,
3760,235999_at,0.304,0.0209,-2.796126,-3.579707,-1.0453966,,
3761,217384_x_at,0.304,0.0209,-2.795332,-3.580985,-3.443325,LOC100293211,uncharacterized LOC100293211
3763,227632_at,0.304,0.021,-2.795131,-3.581308,-1.1415402,TBC1D24,TBC1 domain family member 24
3764,200924_s_at,0.304,0.021,2.794821,-3.581805,0.9677204,SLC3A2,solute carrier family 3 member 2
3765,1569823_at,0.304,0.021,-2.79476,-3.581904,-0.6579508,LOC440346,uncharacterized LOC440346
3766,209663_s_at,0.304,0.021,2.794572,-3.582207,0.6586469,ITGA7,integrin subunit alpha 7
3767,238651_at,0.304,0.021,-2.794002,-3.583123,-1.6743271,,
3768,239755_at,0.305,0.021,2.79328,-3.584284,1.447253,,
3769,214180_at,0.305,0.021,-2.792976,-3.584772,-1.3402756,MAN1C1,mannosidase alpha class 1C member 1
3770,243128_at,0.305,0.021,-2.792791,-3.585071,-0.9001873,ZNF175,zinc finger protein 175
3771,218548_x_at,0.305,0.021,-2.79243,-3.58565,-0.6241355,TEX264,testis expressed 264
3772,1568857_a_at,0.305,0.0211,-2.792079,-3.586215,-1.1121649,NBR1,"NBR1, autophagy cargo receptor"
3773,212071_s_at,0.305,0.0211,-2.791877,-3.58654,-0.7222337,SPTBN1,"spectrin beta, non-erythrocytic 1"
3774,207240_s_at,0.305,0.0211,-2.791835,-3.586607,-0.6342829,LHCGR,luteinizing hormone/choriogonadotropin receptor
3775,218691_s_at,0.305,0.0211,2.791793,-3.586674,2.3496938,PDLIM4,PDZ and LIM domain 4
3776,219826_at,0.305,0.0211,2.791592,-3.586997,0.8695044,ZNF419,zinc finger protein 419
3777,215206_at,0.305,0.0211,-2.791482,-3.587174,-0.8725596,,
3778,243159_x_at,0.305,0.0211,-2.79109,-3.587804,-2.16298,,
3779,214922_at,0.305,0.0211,-2.790946,-3.588036,-0.7463451,ZNF484,zinc finger protein 484
3780,218571_s_at,0.305,0.0211,2.790872,-3.588155,0.6980083,CHMP4A///TM9SF1,charged multivesicular body protein 4A///transmembrane 9 superfamily member 1
3781,218238_at,0.305,0.0211,2.790655,-3.588504,0.6636672,GTPBP4,GTP binding protein 4
3782,234148_at,0.305,0.0211,-2.790643,-3.588524,-1.0812201,,
3783,204083_s_at,0.305,0.0211,-2.790519,-3.588723,-1.8047725,TPM2,tropomyosin 2 (beta)
3784,230350_at,0.305,0.0211,-2.790462,-3.588814,-0.8005792,TIAL1,TIA1 cytotoxic granule-associated RNA binding protein-like 1
3785,204871_at,0.305,0.0211,2.790221,-3.589203,0.9089547,MTERF1,mitochondrial transcription termination factor 1
3786,1562946_at,0.305,0.0211,-2.79021,-3.58922,-1.0575744,,
3787,204526_s_at,0.305,0.0211,-2.789462,-3.590422,-1.0806187,TBC1D8,TBC1 domain family member 8
3788,225748_at,0.305,0.0212,2.789198,-3.590846,0.6080771,LTV1,LTV1 ribosome biogenesis factor
3789,238000_at,0.305,0.0212,-2.789052,-3.591081,-1.3249053,,
3790,211057_at,0.305,0.0212,2.788754,-3.591561,0.8840979,ROR1,receptor tyrosine kinase like orphan receptor 1
3791,219151_s_at,0.305,0.0212,-2.788381,-3.59216,-0.5787608,RABL2A///RABL2B,"RAB, member of RAS oncogene family-like 2A///RAB, member of RAS oncogene family-like 2B"
3792,215372_x_at,0.305,0.0212,-2.788106,-3.592602,-0.6168052,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1"
3793,232935_at,0.305,0.0212,-2.787982,-3.592803,-1.0269584,,
3794,243362_s_at,0.305,0.0212,-2.787268,-3.59395,-0.927894,LEF1-AS1,LEF1 antisense RNA 1
3795,1561485_at,0.306,0.0212,2.786628,-3.594978,0.7161314,IQCA1,IQ motif containing with AAA domain 1
3796,238745_at,0.306,0.0213,-2.786401,-3.595344,-0.532781,,
3797,235146_at,0.306,0.0213,2.786391,-3.59536,1.3904479,TMCC3,transmembrane and coiled-coil domain family 3
3798,1568647_at,0.306,0.0213,2.786105,-3.595819,0.5517405,LOC100505851,uncharacterized LOC100505851
3799,1555586_at,0.306,0.0213,2.785999,-3.59599,0.59836,FAM71B,family with sequence similarity 71 member B
3800,229501_s_at,0.306,0.0213,2.785896,-3.596155,0.5672348,USP8,ubiquitin specific peptidase 8
3801,1562631_at,0.306,0.0213,2.785829,-3.596263,0.5611895,TEX26-AS1,TEX26 antisense RNA 1
3802,202653_s_at,0.306,0.0213,2.785316,-3.597089,0.5386979,MARCH7,membrane associated ring-CH-type finger 7
3803,220764_at,0.306,0.0213,2.784666,-3.598133,0.8852704,PPP4R2,protein phosphatase 4 regulatory subunit 2
3805,206490_at,0.306,0.0213,2.784272,-3.598766,0.5510026,DLGAP1,DLG associated protein 1
3806,1565976_at,0.306,0.0214,-2.783353,-3.600244,-0.6461204,,
3807,204847_at,0.306,0.0214,2.783283,-3.600356,0.7049035,ZBTB11,zinc finger and BTB domain containing 11
3808,220458_at,0.306,0.0214,-2.783203,-3.600484,-0.7056789,,
3809,225314_at,0.306,0.0214,2.783059,-3.600716,0.8469809,OCIAD2,OCIA domain containing 2
3810,225434_at,0.306,0.0214,-2.783049,-3.600733,-0.6210581,DEDD2,death effector domain containing 2
3811,204618_s_at,0.306,0.0214,2.782896,-3.600978,0.5362272,GABPB1,GA binding protein transcription factor beta subunit 1
3812,203472_s_at,0.306,0.0214,2.782558,-3.601522,0.7756316,SLCO2B1,solute carrier organic anion transporter family member 2B1
3813,241509_at,0.306,0.0214,-2.782163,-3.602157,-0.9124891,,
3814,232722_at,0.306,0.0214,-2.78213,-3.602209,-0.5287601,RNASET2,ribonuclease T2
3815,1563546_at,0.306,0.0214,2.781807,-3.602729,1.282804,,
3816,204139_x_at,0.306,0.0214,-2.781791,-3.602755,-0.6378008,MZF1,myeloid zinc finger 1
3817,215111_s_at,0.306,0.0214,2.781535,-3.603167,1.0292842,TSC22D1,TSC22 domain family member 1
3818,234476_at,0.307,0.0214,-2.781154,-3.603779,-0.5784662,DNAH7,dynein axonemal heavy chain 7
3819,220189_s_at,0.307,0.0215,2.780329,-3.605106,0.9404017,MGAT4B,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B"
3820,1555097_a_at,0.307,0.0215,2.780271,-3.605199,0.7140918,PTGFR,prostaglandin F receptor
3821,218444_at,0.307,0.0215,-2.780238,-3.605251,-0.6738148,ALG12,"ALG12, alpha-1,6-mannosyltransferase"
3822,204817_at,0.307,0.0215,-2.78021,-3.605297,-0.6097836,ESPL1,"extra spindle pole bodies like 1, separase"
3823,210424_s_at,0.307,0.0215,2.780166,-3.605367,1.4548958,LOC101930583///GOLGA8B///GOLGA8A,uncharacterized LOC101930583///golgin A8 family member B///golgin A8 family member A
3824,214289_at,0.307,0.0215,-2.779859,-3.605861,-0.5777868,PSMB1,proteasome subunit beta 1
3825,224468_s_at,0.307,0.0215,-2.779142,-3.607012,-0.9233009,SNORD88C///C19orf48,"small nucleolar RNA, C/D box 88C///chromosome 19 open reading frame 48"
3826,211908_x_at,0.307,0.0215,-2.778784,-3.607589,-2.7967837,IGK,immunoglobulin kappa locus
3827,201318_s_at,0.307,0.0215,2.778175,-3.608568,0.5036297,MYL12B///MYL12A,myosin light chain 12B///myosin light chain 12A
3828,217987_at,0.307,0.0216,2.777813,-3.609149,0.6224433,ASNSD1,asparagine synthetase domain containing 1
3829,1564424_at,0.308,0.0216,-2.777226,-3.610093,-0.6708722,,
3830,244786_at,0.308,0.0216,-2.777203,-3.610129,-0.8185733,SCARNA13///SNHG10,small Cajal body-specific RNA 13///small nucleolar RNA host gene 10
3831,204480_s_at,0.308,0.0216,2.776382,-3.61145,0.8741906,C9orf16,chromosome 9 open reading frame 16
3832,1560098_at,0.308,0.0216,-2.77626,-3.611646,-1.1850942,,
3833,214714_at,0.308,0.0216,2.775626,-3.612664,0.5309121,ZNF394,zinc finger protein 394
3834,211462_s_at,0.308,0.0216,-2.775226,-3.613307,-0.7198184,TBL1Y,"transducin (beta)-like 1, Y-linked"
3835,218150_at,0.308,0.0217,-2.774677,-3.61419,-0.5469804,LOC101929356///ARL5A,uncharacterized LOC101929356///ADP ribosylation factor like GTPase 5A
3836,239088_at,0.308,0.0217,2.774661,-3.614216,0.5069261,,
3837,41469_at,0.309,0.0217,-2.773702,-3.615758,-0.6999543,PI3,peptidase inhibitor 3
3838,210812_at,0.309,0.0217,2.773587,-3.615942,0.6765511,XRCC4,X-ray repair cross complementing 4
3839,205730_s_at,0.309,0.0217,-2.773222,-3.61653,-1.3041844,ABLIM3,actin binding LIM protein family member 3
3840,208888_s_at,0.309,0.0217,2.773137,-3.616666,0.7212459,NCOR2,nuclear receptor corepressor 2
3841,235546_at,0.309,0.0217,2.772877,-3.617084,0.7043286,SPINT1,"serine peptidase inhibitor, Kunitz type 1"
3842,238079_at,0.309,0.0217,-2.772416,-3.617825,-0.9848764,TPM3,tropomyosin 3
3843,214439_x_at,0.309,0.0217,-2.772307,-3.618,-1.0921953,BIN1,bridging integrator 1
3844,221396_at,0.309,0.0218,2.77226,-3.618075,0.6009338,TAS2R7,taste 2 receptor member 7
3845,243314_at,0.309,0.0218,2.772233,-3.618119,0.6267717,,
3846,214434_at,0.309,0.0218,-2.772135,-3.618276,-1.1330601,HSPA12A,heat shock protein family A (Hsp70) member 12A
3847,238369_s_at,0.309,0.0218,-2.771005,-3.620093,-1.1246261,LINC01607,long intergenic non-protein coding RNA 1607
3848,1553717_at,0.309,0.0218,-2.770698,-3.620587,-0.9884993,KCTD7///RABGEF1,potassium channel tetramerization domain containing 7///RAB guanine nucleotide exchange factor 1
3849,1554027_a_at,0.309,0.0218,-2.770643,-3.620673,-0.9685257,SLC4A4,solute carrier family 4 member 4
3850,242372_s_at,0.309,0.0218,2.770263,-3.621284,0.7206124,MFSD4A,major facilitator superfamily domain containing 4A
3851,201282_at,0.309,0.0218,-2.77012,-3.621515,-1.0475126,OGDH,oxoglutarate dehydrogenase
3852,210137_s_at,0.31,0.0218,-2.769756,-3.6221,-0.6387877,DCTD,dCMP deaminase
3853,237064_x_at,0.31,0.0219,-2.76872,-3.623764,-1.0187842,,
3854,234170_at,0.31,0.0219,-2.768513,-3.624098,-0.6439188,,
3855,230318_at,0.31,0.0219,2.767747,-3.625328,1.5584515,SERPINA1,serpin family A member 1
